Lipid,n-7 Area,n-9 Area,n-9/n-7_Ratio
TG(52:2)_FA18:1,385.16488157755424,1522.1728988444102,3.9520033410364688
TG(52:3)_FA18:1,181.897407949828,403.30980382283326,2.2172377735810094
TG(52:4)_FA18:1,105.33691585871422,235.6917165786739,2.237503487332032
TG(54:2)_FA18:1,290.7701206919333,1178.1856605936598,4.051948865275364
TG(54:3)_FA18:1,2204.378880975326,10715.250550439438,4.860893307823056
TG(54:4)_FA18:1,741.9922395192474,2811.806176220692,3.78953582862608
TG(54:5)_FA18:1,106.295732444255,567.0980945475264,5.335097482346541
