Lipid,Parent_Ion,Product_Ion,Class,Transition,IDs,Names
[TG(54:5)]_FA20:4,898.8,577.8,TG,898.8 -> 577.8,"LMGL03013630, LMGL03014496, LMGL03010317, LMGL03010355, LMGL03010356, LMGL03014890, LMGL03015255, LMGL03015592","TG(12:0/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(14:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:0/17:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(15:0/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(15:1(9Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6]"
[TG(54:6)]_FA18:2,896.8,599.8,TG,896.8 -> 599.8,"LMGL03010399, LMGL03010371, LMGL03014803, LMGL03016147, LMGL03010373, LMGL03016217, LMGL03010395, LMGL03014398","TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z)), TG(14:1(9Z)/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:0/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
[TG(54:6)]_FA20:0,896.8,567.8,TG,896.8 -> 567.8,"LMGL03013593, LMGL03014891","TG(12:0/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:1(9Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
[TG(54:6)]_FA20:4,896.8,575.8,TG,896.8 -> 575.8,"LMGL03010399, LMGL03014507, LMGL03010358, LMGL03013631, LMGL03014902, LMGL03015606, LMGL03010357, LMGL03010400","TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:1(9Z)/17:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(12:0/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(14:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(15:1(9Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:0/17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
[TG(54:7)]_FA18:2,894.8,597.8,TG,894.8 -> 597.8,"LMGL03013037, LMGL03016218, LMGL03014804, LMGL03010420, LMGL03014399, LMGL03010447, LMGL03010451","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso3], TG(18:1(9Z)/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:1(9Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso3], TG(14:0/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
[TG(54:7)]_FA20:0,894.8,565.8,TG,894.8 -> 565.8,N/A,N/A
[TG(54:7)]_FA20:4,894.8,573.8,TG,894.8 -> 573.8,"LMGL03010402, LMGL03010446, LMGL03013632, LMGL03015743, LMGL03014517, LMGL03014913, LMGL03010447","TG(17:1(9Z)/17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(12:0/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
[TG(54:8)]_FA18:2,892.7,595.7,TG,892.7 -> 595.7,"LMGL03010503, LMGL03014400, LMGL03014805, LMGL03016288, LMGL03013038, LMGL03013041, LMGL03010471","TG(16:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso3], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))[iso3], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))[iso3]"
[TG(54:8)]_FA20:0,892.7,563.7,TG,892.7 -> 563.7,N/A,N/A
[TG(54:8)]_FA20:4,892.7,571.7,TG,892.7 -> 571.7,"LMGL03013633, LMGL03015762, LMGL03010498, LMGL03014923, LMGL03015834, LMGL03010450, LMGL03012803","TG(12:0/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(14:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]"
[TG(56:0)]_FA18:1,936.9,637.896,TG,936.9 -> 637.896,N/A,N/A
[TG(56:0)]_FA18:2,936.9,639.896,TG,936.9 -> 639.896,N/A,N/A
[TG(56:0)]_FA20:0,936.9,607.9,TG,936.9 -> 607.9,"LMGL03010335, LMGL03010340, LMGL03010379, LMGL03015270, LMGL03014487","TG(16:0/20:0/20:0)[iso3], TG(18:0/18:0/20:0)[iso3], TG(17:0/19:0/20:0)[iso6], TG(15:0/20:0/21:0)[iso6], TG(14:0/20:0/22:0)[iso6]"
[TG(56:0)]_FA20:4,936.9,615.9,TG,936.9 -> 615.9,N/A,N/A
[TG(56:1)]_FA18:1,934.9,635.9,TG,934.9 -> 635.9,"LMGL03010382, LMGL03010528, LMGL03010511, LMGL03010565","TG(18:0/18:1(9Z)/20:0)[iso6], TG(18:1(9Z)/19:0/19:0)[iso3], TG(16:0/18:1(9Z)/22:0)[iso6], TG(17:0/18:1(9Z)/21:0)[iso6]"
[TG(56:1)]_FA18:2,934.9,637.896,TG,934.9 -> 637.896,N/A,N/A
[TG(56:1)]_FA20:0,934.9,605.896,TG,934.9 -> 605.896,"LMGL03010378, LMGL03010382, LMGL03010383, LMGL03014893, LMGL03015621, LMGL03015952, LMGL03014488, LMGL03010425","TG(16:1(9Z)/20:0/20:0)[iso3], TG(18:0/18:1(9Z)/20:0)[iso6], TG(16:0/20:0/20:1(11Z))[iso6], TG(14:1(9Z)/20:0/22:0)[iso6], TG(15:1(9Z)/20:0/21:0)[iso6], TG(17:0/19:1(9Z)/20:0)[iso6], TG(14:0/20:0/22:1(11Z))[iso6], TG(17:1(9Z)/19:0/20:0)[iso6]"
[TG(56:1)]_FA20:4,934.9,613.9,TG,934.9 -> 613.9,N/A,N/A
[TG(56:2)]_FA18:1,932.9,633.9,TG,932.9 -> 633.9,"LMGL03010625, LMGL03010572, LMGL03016258, LMGL03015730, LMGL03010428, LMGL03010434, LMGL03010569","TG(17:1(9Z)/18:1(9Z)/21:0)[iso6], TG(16:0/18:1(9Z)/22:1(13Z))[iso6], TG(18:1(9Z)/19:0/19:1(9Z))[iso6], TG(16:0/18:1(9Z)/22:1(11Z))[iso6], TG(18:1(9Z)/18:1(9Z)/20:0)[iso3], TG(18:0/18:1(9Z)/20:1(11Z))[iso6], TG(16:1(9Z)/18:1(9Z)/22:0)[iso6]"
[TG(56:2)]_FA18:2,932.9,635.9,TG,932.9 -> 635.9,"LMGL03010568, LMGL03010587, LMGL03010427, LMGL03010624","TG(16:0/18:2(9Z,12Z)/22:0)[iso6], TG(18:2(9Z,12Z)/19:0/19:0)[iso3], TG(18:0/18:2(9Z,12Z)/20:0)[iso6], TG(17:0/18:2(9Z,12Z)/21:0)[iso6]"
[TG(56:2)]_FA20:0,932.9,603.9,TG,932.9 -> 603.9,"LMGL03010476, LMGL03014894, LMGL03016035, LMGL03010427, LMGL03010428, LMGL03010430, LMGL03014489, LMGL03010435","TG(17:2(9Z,12Z)/19:0/20:0)[iso6], TG(14:1(9Z)/20:0/22:1(11Z))[iso6], TG(17:1(9Z)/19:1(9Z)/20:0)[iso6], TG(18:0/18:2(9Z,12Z)/20:0)[iso6], TG(18:1(9Z)/18:1(9Z)/20:0)[iso3], TG(16:1(9Z)/20:0/20:1(11Z))[iso6], TG(14:0/20:0/22:2(13Z,16Z))[iso6], TG(16:0/20:0/20:2(11Z,14Z))[iso6]"
[TG(56:2)]_FA20:4,932.9,611.9,TG,932.9 -> 611.9,N/A,N/A
[TG(56:3)]_FA18:1,930.8,631.796,TG,930.8 -> 631.796,"LMGL03010688, LMGL03010490, LMGL03015821, LMGL03010633, LMGL03010484, LMGL03010704, LMGL03013035, LMGL03010478","TG(17:2(9Z,12Z)/18:1(9Z)/21:0)[iso6], TG(18:0/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/18:1(9Z)/22:1(11Z))[iso6], TG(16:1(9Z)/18:1(9Z)/22:1(13Z))[iso6], TG(18:1(9Z)/18:1(9Z)/20:1(11Z))[iso3], TG(16:0/18:1(9Z)/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/19:1(9Z)/19:1(9Z))[iso3], TG(18:1(9Z)/18:2(9Z,12Z)/20:0)[iso6]"
[TG(56:3)]_FA18:2,930.8,633.8,TG,930.8 -> 633.8,"LMGL03016325, LMGL03010628, LMGL03010632, LMGL03015734, LMGL03010687, LMGL03010483, LMGL03010478","TG(18:2(9Z,12Z)/19:0/19:1(9Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:0)[iso6], TG(16:0/18:2(9Z,12Z)/22:1(13Z))[iso6], TG(16:0/18:2(9Z,12Z)/22:1(11Z))[iso6], TG(17:1(9Z)/18:2(9Z,12Z)/21:0)[iso6], TG(18:0/18:2(9Z,12Z)/20:1(11Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:0)[iso6]"
[TG(56:3)]_FA20:0,930.8,601.8,TG,930.8 -> 601.8,"LMGL03014895, LMGL03016114, LMGL03016154, LMGL03014490, LMGL03010477, LMGL03010486, LMGL03010491, LMGL03010478","TG(14:1(9Z)/20:0/22:2(13Z,16Z))[iso6], TG(17:2(9Z,12Z)/19:1(9Z)/20:0)[iso6], TG(18:0/18:3(6Z,9Z,12Z)/20:0)[iso6], TG(14:0/20:0/22:3(10Z,13Z,16Z))[iso6], TG(18:0/18:3(9Z,12Z,15Z)/20:0)[iso6], TG(16:1(9Z)/20:0/20:2(11Z,14Z))[iso6], TG(16:0/20:0/20:3(8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:0)[iso6]"
[TG(56:3)]_FA20:4,930.8,609.8,TG,930.8 -> 609.8,N/A,N/A
[TG(56:4)]_FA18:1,928.8,629.8,TG,928.8 -> 629.8,"LMGL03016225, LMGL03010551, LMGL03010636, LMGL03010538, LMGL03010532, LMGL03010545, LMGL03010772","TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:0)[iso6], TG(18:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:1(11Z))[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/20:0)[iso6], TG(18:1(9Z)/18:1(9Z)/20:2(11Z,14Z))[iso3], TG(16:1(9Z)/18:1(9Z)/22:2(13Z,16Z))[iso6]"
[TG(56:4)]_FA18:2,928.8,631.8,TG,928.8 -> 631.8,"LMGL03010771, LMGL03015825, LMGL03010544, LMGL03013043, LMGL03010538, LMGL03010753, LMGL03010696, LMGL03010533","TG(16:0/18:2(9Z,12Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:1(11Z))[iso6], TG(18:0/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6], TG(18:2(9Z,12Z)/19:1(9Z)/19:1(9Z))[iso3], TG(18:1(9Z)/18:2(9Z,12Z)/20:1(11Z))[iso6], TG(17:2(9Z,12Z)/18:2(9Z,12Z)/21:0)[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:1(13Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:0)[iso3]"
[TG(56:4)]_FA20:0,928.8,599.8,TG,928.8 -> 599.8,"LMGL03014491, LMGL03016225, LMGL03010547, LMGL03014896, LMGL03016173, LMGL03010532, LMGL03010552, LMGL03010533","TG(14:0/20:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:0)[iso6], TG(16:1(9Z)/20:0/20:3(8Z,11Z,14Z))[iso6], TG(14:1(9Z)/20:0/22:3(10Z,13Z,16Z))[iso6], TG(18:0/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/20:0)[iso6], TG(16:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:0)[iso3]"
[TG(56:4)]_FA20:4,928.8,607.8,TG,928.8 -> 607.8,"LMGL03014529, LMGL03015312, LMGL03010557, LMGL03010612, LMGL03010552","TG(14:0/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(15:0/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(18:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso3], TG(17:0/19:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]"
[TG(56:5)]_FA18:1,926.8,627.796,TG,926.8 -> 627.796,"LMGL03010775, LMGL03010701, LMGL03016226, LMGL03010595, LMGL03010602, LMGL03010609, LMGL03016244, LMGL03010615","TG(16:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6], TG(18:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso3], TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
[TG(56:5)]_FA18:2,926.8,629.8,TG,926.8 -> 629.8,"LMGL03010591, LMGL03010841, LMGL03016292, LMGL03010602, LMGL03010608, LMGL03010596, LMGL03010700","TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:0)[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:0)[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6], TG(18:0/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:1(11Z))[iso3], TG(16:0/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6]"
[TG(56:5)]_FA20:0,926.8,597.8,TG,926.8 -> 597.8,"LMGL03010591, LMGL03016292, LMGL03010611, LMGL03010616, LMGL03014897, LMGL03016244, LMGL03014492","TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:0)[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:0)[iso6], TG(16:1(9Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:1(9Z)/20:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(14:0/20:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
[TG(56:5)]_FA20:4,926.8,605.8,TG,926.8 -> 605.8,"LMGL03014530, LMGL03010674, LMGL03015663, LMGL03010610, LMGL03010611, LMGL03014935, LMGL03015956, LMGL03010615","TG(14:0/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(17:1(9Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(15:1(9Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6], TG(16:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(17:0/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
[TG(56:6)]_FA18:1,924.8,625.8,TG,924.8 -> 625.8,"LMGL03010846, LMGL03010670, LMGL03016227, LMGL03010662, LMGL03016245, LMGL03010677, LMGL03010683, LMGL03010849","TG(16:1(9Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6], TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
[TG(56:6)]_FA18:2,924.8,627.8,TG,924.8 -> 627.8,"LMGL03010670, LMGL03010767, LMGL03016311, LMGL03010657, LMGL03010663, LMGL03010676, LMGL03016293, LMGL03010845","TG(18:1(9Z)/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:2(11Z,14Z))[iso3], TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6], TG(16:0/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
[TG(56:6)]_FA20:0,924.8,595.8,TG,924.8 -> 595.8,"LMGL03016311, LMGL03016358, LMGL03010653, LMGL03014898, LMGL03010679, LMGL03014493, LMGL03013049","TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z)/20:0)[iso6], TG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)/20:0)[iso3], TG(14:1(9Z)/20:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/20:0)[iso3]"
[TG(56:6)]_FA20:4,924.8,603.8,TG,924.8 -> 603.8,"LMGL03016039, LMGL03010676, LMGL03014936, LMGL03010677, LMGL03010671, LMGL03010739, LMGL03014531, LMGL03010672","TG(17:1(9Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(16:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
[TG(56:7)]_FA18:1,922.8,623.8,TG,922.8 -> 623.8,"LMGL03016228, LMGL03016246, LMGL03010925, LMGL03010733, LMGL03010741, LMGL03010748, LMGL03010922","TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3], TG(16:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
[TG(56:7)]_FA18:2,922.8,625.8,TG,922.8 -> 625.8,"LMGL03010921, LMGL03016294, LMGL03016312, LMGL03010727, LMGL03010917, LMGL03010741, LMGL03010734, LMGL03010747","TG(16:0/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso3], TG(18:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
[TG(56:7)]_FA20:0,922.8,593.8,TG,922.8 -> 593.8,"LMGL03016374, LMGL03016510, LMGL03014899","TG(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(14:1(9Z)/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
[TG(56:7)]_FA20:4,922.8,601.8,TG,922.8 -> 601.8,"LMGL03010736, LMGL03014532, LMGL03016118, LMGL03016158, LMGL03014937, LMGL03010741, LMGL03010740, LMGL03010735","TG(16:1(9Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(17:2(9Z,12Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
[TG(56:8)]_FA18:1,920.8,621.8,TG,920.8 -> 621.8,"LMGL03016229, LMGL03016247, LMGL03010807, LMGL03010815, LMGL03011000","TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
[TG(56:8)]_FA18:2,920.8,623.8,TG,920.8 -> 623.8,"LMGL03016295, LMGL03016313, LMGL03010815, LMGL03010995, LMGL03010999, LMGL03010800, LMGL03010808","TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso3]"
[TG(56:8)]_FA20:0,920.8,591.8,TG,920.8 -> 591.8,LMGL03013089,"TG(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/20:0)[iso3]"
