Lipid,n-7 Area,n-9 Area,n-9/n-7_Ratio
TG(52:2)_FA18:1,269.67775872599293,1149.7380228230757,4.2633772553385505
TG(52:3)_FA18:1,141.92075133616268,348.24075307210296,2.453769091506832
TG(52:4)_FA18:1,71.58955652898179,160.7181653208413,2.244994565035158
TG(54:2)_FA18:1,196.15927673543356,852.7346880126977,4.347154527709688
TG(54:3)_FA18:1,1659.2033981038442,7453.807052006013,4.492401028423824
TG(54:4)_FA18:1,525.0654327011093,2081.921630884311,3.9650708296949224
TG(54:5)_FA18:1,125.99749483896873,550.074449212647,4.365757032833632
