Lipid,Ratio_StdDev
TG(52:2)_FA18:1,0.28640392116236546
TG(52:3)_FA18:1,0.4613664254389367
TG(52:4)_FA18:1,0.07005073480918517
TG(54:2)_FA18:1,0.7255653451035119
TG(54:3)_FA18:1,0.23006969651611425
TG(54:4)_FA18:1,0.13556398406673362
TG(54:5)_FA18:1,0.4932228661819719
